listing_id,total_bookings,total_duration,avg_duration,min_duration,max_duration,num_of_short_stays,num_of_long_stays
342095.0,49,246,5.020408163265306,2,7,49,0
350321.0,288,2000,6.944444444444445,2,10,201,87
354838.0,38,89,2.3421052631578947,1,4,38,0
361053.0,289,1139,3.9411764705882355,1,7,289,0
361393.0,219,1504,6.867579908675799,2,9,149,70
363476.0,618,3620,5.857605177993528,2,9,581,37
371532.0,173,828,4.786127167630058,1,7,173,0
375472.0,150,440,2.933333333333333,1,6,150,0
376379.0,39,338,8.666666666666666,2,11,6,33
398450.0,350,2388,6.822857142857143,2,9,250,100
401423.0,577,5552,9.622183708838822,2,13,40,537
402588.0,242,502,2.074380165289256,1,5,242,0
404569.0,103,203,1.970873786407767,1,4,103,0
406341.0,210,823,3.919047619047619,2,7,210,0
414763.0,117,242,2.0683760683760686,1,4,117,0
429306.0,246,1251,5.085365853658536,2,8,244,2
449218.0,474,4594,9.691983122362869,2,13,23,451
456165.0,18,37,2.0555555555555554,1,4,18,0
459362.0,129,278,2.1550387596899223,1,4,129,0
462072.0,205,1025,5.0,2,7,205,0
469140.0,112,425,3.794642857142857,1,6,112,0
469231.0,75,166,2.2133333333333334,1,4,75,0
470132.0,53,501,9.452830188679245,2,12,4,49
471198.0,55,114,2.0727272727272728,1,4,55,0
471328.0,199,394,1.979899497487437,1,4,199,0
474719.0,253,1755,6.936758893280633,2,10,177,76
479718.0,26,160,6.153846153846154,3,9,25,1
484925.0,407,2023,4.9705159705159705,2,9,402,5
485570.0,30,217,7.233333333333333,6,9,18,12
491070.0,23,156,6.782608695652174,5,8,19,4
496416.0,8,31,3.875,3,5,8,0
496503.0,10,52,5.2,3,8,9,1
496561.0,23,114,4.956521739130435,3,7,23,0
498604.0,122,850,6.967213114754099,2,10,83,39
502779.0,87,437,5.022988505747127,2,8,85,2
502842.0,9,43,4.777777777777778,4,6,9,0
502918.0,177,1220,6.892655367231638,2,10,119,58
506956.0,698,3506,5.022922636103152,2,8,695,3
507614.0,48,241,5.020833333333333,3,7,48,0
510973.0,21,145,6.904761904761905,5,9,14,7
511705.0,1,1,1.0,1,1,1,0
514917.0,26,39,1.5,1,4,26,0
522563.0,116,254,2.189655172413793,1,5,116,0
524003.0,579,5069,8.75474956822107,2,13,66,513
526162.0,1,2,2.0,2,2,1,0
526513.0,863,1787,2.0706836616454227,1,5,863,0
531677.0,599,1201,2.005008347245409,1,5,599,0
536123.0,65,580,8.923076923076923,4,12,6,59
536197.0,33,165,5.0,3,7,33,0
540937.0,361,2488,6.89196675900277,2,11,254,107
544736.0,99,378,3.8181818181818183,2,6,99,0
552183.0,408,3553,8.708333333333334,2,12,57,351
560941.0,42,175,4.166666666666667,2,6,42,0
565152.0,261,1772,6.789272030651341,3,10,205,56
565235.0,60,599,9.983333333333333,7,13,1,59
567938.0,153,1231,8.045751633986928,3,12,40,113
568190.0,195,418,2.1435897435897435,1,5,195,0
571492.0,24,107,4.458333333333333,3,7,24,0
571876.0,435,2984,6.8597701149425285,2,10,308,127
576487.0,777,6819,8.776061776061775,2,12,89,688
578731.0,460,1781,3.871739130434783,2,7,460,0
588382.0,5,11,2.2,1,3,5,0
588518.0,83,413,4.975903614457831,2,8,80,3
590287.0,270,2327,8.618518518518519,2,11,36,234
590710.0,94,813,8.648936170212766,4,12,17,77
593916.0,233,1836,7.879828326180258,2,11,74,159
594298.0,581,1185,2.0395869191049916,1,5,581,0
595055.0,19,25,1.3157894736842106,1,3,19,0
598771.0,100,305,3.05,1,6,100,0
599134.0,7,15,2.142857142857143,1,4,7,0
605339.0,280,1109,3.960714285714286,1,7,280,0
608742.0,688,6028,8.761627906976743,2,12,74,614
610675.0,7,20,2.857142857142857,2,4,7,0
616027.0,74,148,2.0,1,4,74,0
618576.0,498,2471,4.961847389558233,2,8,495,3
625566.0,25,53,2.12,1,3,25,0
628394.0,85,185,2.176470588235294,1,4,85,0
631150.0,230,1125,4.891304347826087,2,8,228,2
631737.0,1,2,2.0,2,2,1,0
643471.0,48,63,1.3125,1,3,48,0
644656.0,4,9,2.25,1,4,4,0
644785.0,475,4625,9.736842105263158,2,13,20,455
653639.0,29,147,5.068965517241379,2,7,29,0
655514.0,5,10,2.0,1,4,5,0
663761.0,4,5,1.25,1,2,4,0
668753.0,81,557,6.8765432098765435,2,9,56,25
684564.0,171,366,2.1403508771929824,1,5,171,0
689099.0,15,22,1.4666666666666666,1,3,15,0
691025.0,59,398,6.745762711864407,2,9,42,17
695173.0,252,1255,4.98015873015873,2,8,251,1
696928.0,102,597,5.852941176470588,2,9,98,4
699974.0,84,586,6.976190476190476,5,9,58,26
702480.0,575,5497,9.56,2,13,43,532
704155.0,416,3651,8.776442307692308,2,12,47,369
709208.0,811,7834,9.659679408138102,2,13,45,766
709960.0,162,616,3.802469135802469,1,6,162,0
710156.0,194,402,2.0721649484536084,1,5,194,0
711554.0,430,4079,9.486046511627906,2,13,33,397
716292.0,112,429,3.830357142857143,1,6,112,0
717313.0,262,1289,4.919847328244275,2,7,262,0
718941.0,27,142,5.2592592592592595,3,7,27,0
721377.0,46,124,2.6956521739130435,1,5,46,0
723088.0,241,738,3.0622406639004147,1,6,241,0
724485.0,534,4139,7.750936329588015,2,10,181,353
726412.0,4,33,8.25,7,9,1,3
727374.0,603,2954,4.8988391376451075,2,8,598,5
727588.0,31,120,3.870967741935484,2,6,31,0
730502.0,95,475,5.0,3,7,95,0
733365.0,113,987,8.734513274336283,2,11,15,98
734053.0,16,144,9.0,7,10,1,15
745664.0,517,4507,8.717601547388782,2,12,70,447
747873.0,394,1921,4.875634517766497,2,8,391,3
748627.0,48,231,4.8125,2,7,48,0
748854.0,206,628,3.0485436893203883,1,6,206,0
749957.0,40,383,9.575,2,13,5,35
750257.0,23,44,1.9130434782608696,1,4,23,0
751527.0,103,528,5.12621359223301,2,7,103,0
751530.0,598,5780,9.665551839464882,2,12,35,563
752058.0,184,1609,8.744565217391305,2,11,17,167
752424.0,116,234,2.0172413793103448,1,5,116,0
754678.0,414,2004,4.840579710144928,2,8,413,1
755587.0,557,5420,9.730700179533214,2,14,27,530
758670.0,29,34,1.1724137931034482,1,2,29,0
760482.0,108,432,4.0,2,7,108,0
761159.0,625,6028,9.6448,2,13,42,583
763214.0,233,933,4.0042918454935625,1,8,232,1
767272.0,2,5,2.5,2,3,2,0
768311.0,285,2750,9.649122807017545,2,12,20,265
772646.0,302,1174,3.8874172185430464,1,7,302,0
780397.0,22,43,1.9545454545454546,1,3,22,0
780733.0,1,3,3.0,3,3,1,0
780743.0,30,180,6.0,4,8,29,1
784414.0,3,22,7.333333333333333,7,8,2,1
793618.0,494,1938,3.923076923076923,1,7,494,0
793622.0,46,94,2.0434782608695654,1,4,46,0
797030.0,336,2639,7.854166666666667,3,10,114,222
800755.0,436,2181,5.002293577981652,2,8,435,1
804681.0,1,2,2.0,2,2,1,0
807239.0,4,28,7.0,6,8,3,1
809874.0,97,288,2.9690721649484537,1,5,97,0
814870.0,217,1889,8.705069124423963,2,12,26,191
817184.0,365,755,2.0684931506849313,1,5,365,0
817848.0,272,790,2.9044117647058822,1,5,272,0
821860.0,475,3340,7.031578947368421,2,10,315,160
833871.0,309,2103,6.805825242718447,3,10,223,86
834562.0,290,1434,4.944827586206896,2,8,289,1
834675.0,192,1480,7.708333333333333,2,11,72,120
835333.0,422,860,2.037914691943128,1,5,422,0
838698.0,855,6709,7.846783625730994,2,11,274,581
838712.0,216,665,3.0787037037037037,1,6,216,0
840561.0,5,17,3.4,2,5,5,0
842078.0,39,170,4.358974358974359,2,7,39,0
846558.0,602,4716,7.833887043189368,2,11,208,394
847273.0,209,1039,4.971291866028708,2,8,208,1
848480.0,104,227,2.1826923076923075,1,4,104,0
862462.0,475,4148,8.732631578947368,2,12,50,425
862752.0,125,838,6.704,2,9,94,31
864488.0,563,4903,8.708703374777976,2,13,72,491
866381.0,40,383,9.575,3,12,4,36
867629.0,45,59,1.3111111111111111,1,3,45,0
871387.0,311,1235,3.9710610932475885,1,7,311,0
874029.0,94,646,6.872340425531915,2,10,63,31
874273.0,175,360,2.057142857142857,1,5,175,0
874842.0,4,16,4.0,2,5,4,0
886019.0,52,156,3.0,1,6,52,0
886724.0,18,115,6.388888888888889,3,9,15,3
888289.0,517,1571,3.0386847195357833,1,7,517,0
891946.0,6,38,6.333333333333333,3,8,5,1
892453.0,10,30,3.0,1,4,10,0
896209.0,101,707,7.0,5,10,68,33
896212.0,515,4979,9.667961165048544,2,13,35,480
903707.0,81,569,7.0246913580246915,3,10,55,26
904741.0,531,1078,2.030131826741996,1,5,531,0
904769.0,541,3692,6.824399260628466,2,10,383,158
904775.0,482,1025,2.1265560165975104,1,5,482,0
905315.0,503,4834,9.610337972166999,2,13,32,471
912425.0,76,383,5.0394736842105265,3,8,75,1
913536.0,13,30,2.3076923076923075,1,3,13,0
914057.0,224,444,1.9821428571428572,1,4,224,0
923140.0,195,935,4.794871794871795,2,7,195,0
925250.0,709,4144,5.844851904090268,2,9,659,50
925339.0,232,466,2.0086206896551726,1,4,232,0
933326.0,114,236,2.0701754385964914,1,5,114,0
938410.0,33,134,4.0606060606060606,2,6,33,0
940213.0,30,151,5.033333333333333,2,7,30,0
947552.0,64,128,2.0,1,4,64,0
948141.0,280,1081,3.8607142857142858,1,7,280,0
948963.0,211,657,3.1137440758293837,1,6,211,0
956538.0,84,419,4.988095238095238,2,8,83,1
958020.0,284,2181,7.679577464788732,2,11,114,170
974442.0,8,70,8.75,7,10,2,6
979312.0,1,1,1.0,1,1,1,0
983019.0,84,343,4.083333333333333,2,6,84,0
983410.0,603,4104,6.8059701492537314,2,10,429,174
1004858.0,30,94,3.1333333333333333,1,5,30,0
1021237.0,62,297,4.790322580645161,2,8,61,1
1037715.0,43,84,1.9534883720930232,1,4,43,0
1046994.0,46,221,4.804347826086956,2,7,46,0
1053180.0,364,1802,4.950549450549451,2,8,362,2
1053662.0,21,148,7.0476190476190474,6,9,15,6
1055724.0,35,234,6.685714285714286,2,10,25,10
1057560.0,322,668,2.0745341614906834,1,5,322,0
1065918.0,559,1168,2.0894454382826475,1,5,559,0
1067941.0,74,301,4.0675675675675675,2,6,74,0
1069174.0,332,1311,3.9487951807228914,2,6,332,0
1079119.0,49,250,5.1020408163265305,3,7,49,0
1082942.0,109,1073,9.844036697247706,2,12,6,103
1085217.0,31,56,1.8064516129032258,1,4,31,0
1085898.0,40,196,4.9,3,7,40,0
1086060.0,81,398,4.91358024691358,2,8,80,1
1086124.0,36,182,5.055555555555555,3,7,36,0
1087049.0,82,399,4.865853658536586,2,8,81,1
1092467.0,178,1216,6.831460674157303,2,9,127,51
1092967.0,99,217,2.191919191919192,1,4,99,0
1094063.0,347,2647,7.628242074927954,2,11,135,212
1106495.0,282,1949,6.911347517730497,2,10,197,85
1112289.0,89,181,2.033707865168539,1,4,89,0
1116076.0,85,572,6.729411764705882,2,9,62,23
1121429.0,347,2387,6.878962536023055,2,10,257,90
1126038.0,18,38,2.111111111111111,1,4,18,0
1130775.0,4,24,6.0,5,7,4,0
1130788.0,11,30,2.727272727272727,1,4,11,0
1133140.0,1,3,3.0,3,3,1,0
1146228.0,42,89,2.119047619047619,1,4,42,0
1154316.0,107,226,2.1121495327102804,1,5,107,0
1162707.0,148,848,5.72972972972973,2,8,146,2
1168731.0,50,477,9.54,3,12,4,46
1176241.0,10,62,6.2,3,9,9,1
1177492.0,961,8345,8.68366285119667,2,12,128,833
1177790.0,8,48,6.0,3,8,7,1
1208210.0,420,1262,3.0047619047619047,1,5,420,0
1209383.0,65,432,6.6461538461538465,2,9,50,15
1209661.0,452,957,2.1172566371681416,1,4,452,0
1214643.0,180,1412,7.844444444444444,2,11,58,122
1215055.0,289,1429,4.944636678200692,2,8,287,2
1216176.0,280,854,3.05,1,6,280,0
1220946.0,333,667,2.003003003003003,1,5,333,0
1238291.0,52,160,3.076923076923077,1,5,52,0
1245373.0,77,522,6.779220779220779,3,9,55,22
1248292.0,289,632,2.1868512110726646,1,5,289,0
1251520.0,70,140,2.0,1,4,70,0
1254955.0,48,92,1.9166666666666667,1,4,48,0
1256157.0,89,167,1.8764044943820224,1,5,89,0
1256570.0,128,1116,8.71875,2,13,16,112
1259830.0,356,1747,4.907303370786517,2,8,355,1
1263062.0,476,4141,8.699579831932773,2,11,56,420
1263329.0,468,4100,8.760683760683762,2,12,50,418
1266548.0,465,3221,6.926881720430107,2,10,323,142
1267730.0,316,647,2.0474683544303796,1,5,316,0
1271620.0,12,107,8.916666666666666,5,11,3,9
1272747.0,403,2758,6.843672456575683,2,10,291,112
1272844.0,163,331,2.0306748466257667,1,4,163,0
1273055.0,13,107,8.23076923076923,2,10,2,11
1275293.0,72,559,7.763888888888889,3,11,26,46
1281843.0,1,4,4.0,4,4,1,0
1284153.0,102,677,6.637254901960785,2,10,80,22
1286210.0,8,60,7.5,5,10,4,4
1296584.0,6,11,1.8333333333333333,1,3,6,0
1297217.0,502,1021,2.0338645418326693,1,5,502,0
1309325.0,151,284,1.880794701986755,1,4,151,0
1315027.0,11,77,7.0,5,10,8,3
1316794.0,139,292,2.1007194244604315,1,5,139,0
1320674.0,587,2914,4.964224872231687,1,9,584,3
1326972.0,15,28,1.8666666666666667,1,4,15,0
1330726.0,320,2187,6.834375,2,10,221,99
1336818.0,53,120,2.2641509433962264,1,4,53,0
1343630.0,74,672,9.08108108108108,3,11,7,67
1346747.0,94,628,6.680851063829787,2,9,75,19
1362092.0,321,657,2.046728971962617,1,5,321,0
1368303.0,272,2097,7.709558823529412,2,11,101,171
1372935.0,49,100,2.0408163265306123,1,5,49,0
1374299.0,562,5462,9.718861209964412,2,13,28,534
1380233.0,414,2835,6.8478260869565215,2,10,295,119
1395084.0,29,222,7.655172413793103,2,10,8,21
1408400.0,241,964,4.0,1,7,241,0
1426027.0,230,943,4.1,1,7,230,0
1427336.0,180,381,2.1166666666666667,1,4,180,0
1430003.0,174,673,3.867816091954023,1,7,174,0
1431541.0,133,546,4.105263157894737,1,6,133,0
1443639.0,58,134,2.310344827586207,1,4,58,0
1463482.0,301,899,2.9867109634551494,1,6,301,0
1470809.0,3,10,3.3333333333333335,3,4,3,0
1473278.0,47,185,3.9361702127659575,2,6,47,0
1473284.0,15,95,6.333333333333333,5,8,14,1
1484797.0,624,6050,9.695512820512821,2,14,37,587
1485339.0,16,32,2.0,1,3,16,0
1491263.0,20,35,1.75,1,4,20,0
1496117.0,195,1337,6.856410256410256,2,10,145,50
1499953.0,166,813,4.897590361445783,2,9,165,1
1500875.0,439,3015,6.867881548974943,2,10,320,119
1507595.0,48,333,6.9375,5,10,35,13
1522608.0,22,46,2.090909090909091,1,4,22,0
1523675.0,768,3032,3.9479166666666665,1,7,768,0
1529526.0,530,5089,9.60188679245283,2,12,35,495
1529540.0,94,815,8.670212765957446,4,11,16,78
1532354.0,234,1612,6.888888888888889,2,9,166,68
1547100.0,80,672,8.4,3,11,16,64
1568065.0,104,511,4.913461538461538,2,8,103,1
1569343.0,109,239,2.1926605504587156,1,5,109,0
1579108.0,218,2125,9.747706422018348,2,13,13,205
1593044.0,35,71,2.0285714285714285,1,4,35,0
1595592.0,2,6,3.0,3,3,2,0
1607436.0,50,75,1.5,1,4,50,0
1609815.0,241,2101,8.717842323651452,2,12,34,207
1615453.0,102,964,9.450980392156863,2,12,11,91
1621371.0,167,664,3.9760479041916166,1,7,167,0
1622564.0,185,751,4.059459459459459,1,7,185,0
1623202.0,99,286,2.888888888888889,1,6,99,0
1628485.0,213,289,1.3568075117370892,1,3,213,0
1630249.0,6,23,3.8333333333333335,2,5,6,0
1636170.0,80,321,4.0125,2,6,80,0
1639002.0,6,42,7.0,6,8,5,1
1639471.0,216,296,1.3703703703703705,1,4,216,0
1642412.0,143,707,4.944055944055944,2,8,141,2
1644183.0,59,230,3.8983050847457625,1,6,59,0
1644403.0,416,3628,8.721153846153847,2,12,54,362
1654320.0,66,319,4.833333333333333,2,7,66,0
1665067.0,21,87,4.142857142857143,2,6,21,0
1672696.0,125,365,2.92,1,6,125,0
1680271.0,515,2028,3.9378640776699028,1,7,515,0
1683393.0,311,2119,6.813504823151125,2,10,217,94
1691073.0,321,672,2.0934579439252334,1,4,321,0
1695083.0,325,661,2.0338461538461536,1,4,325,0
1698916.0,47,181,3.851063829787234,2,6,47,0
1708578.0,98,766,7.816326530612245,3,11,32,66
1716687.0,196,256,1.3061224489795917,1,4,196,0
1725819.0,2,13,6.5,6,7,2,0
1734269.0,229,1131,4.93886462882096,2,8,227,2
1737408.0,181,868,4.795580110497237,2,7,181,0
1742289.0,297,2016,6.787878787878788,2,10,219,78
1743425.0,305,926,3.036065573770492,1,6,305,0
1755242.0,646,1339,2.0727554179566563,1,5,646,0
1757983.0,60,182,3.033333333333333,1,5,60,0
1763683.0,409,2787,6.814180929095355,2,9,288,121
1765529.0,72,646,8.972222222222221,2,11,4,68
1766697.0,21,47,2.238095238095238,1,4,21,0
1774049.0,67,148,2.208955223880597,1,5,67,0
1779465.0,115,589,5.121739130434783,3,8,114,1
1788102.0,211,1233,5.843601895734597,2,9,202,9
1797544.0,31,127,4.096774193548387,2,6,31,0
1811287.0,386,751,1.9455958549222798,1,4,386,0
1811588.0,32,129,4.03125,2,6,32,0
1826249.0,378,1504,3.9788359788359786,2,7,378,0
1845240.0,384,2611,6.799479166666667,2,10,271,113
1846297.0,21,45,2.142857142857143,1,4,21,0
1854759.0,65,262,4.030769230769231,2,6,65,0
1858255.0,262,1277,4.874045801526718,2,9,261,1
1863038.0,174,684,3.9310344827586206,1,7,174,0
1865189.0,9,12,1.3333333333333333,1,2,9,0
1870392.0,168,223,1.3273809523809523,1,3,168,0
1900810.0,17,153,9.0,7,11,1,16
1901306.0,66,147,2.227272727272727,1,4,66,0
1910871.0,139,286,2.0575539568345325,1,5,139,0
1926546.0,16,43,2.6875,1,4,16,0
1927108.0,2,4,2.0,1,3,2,0
1928731.0,213,1038,4.873239436619718,2,7,213,0
1952753.0,145,1414,9.751724137931035,2,13,13,132
1956372.0,220,304,1.3818181818181818,1,5,220,0
1956571.0,16,138,8.625,3,11,3,13
1958786.0,27,55,2.037037037037037,1,4,27,0
1973442.0,201,1765,8.781094527363184,2,11,17,184
1990801.0,606,1231,2.0313531353135312,1,5,606,0
2001012.0,22,151,6.863636363636363,2,9,16,6
2025216.0,3,25,8.333333333333334,4,11,1,2
2052361.0,73,362,4.958904109589041,2,7,73,0
2052383.0,1,1,1.0,1,1,1,0
2054398.0,18,134,7.444444444444445,2,9,8,10
2062465.0,89,787,8.842696629213483,6,12,7,82
2064355.0,50,107,2.14,1,4,50,0
2064939.0,26,75,2.8846153846153846,1,4,26,0
2068722.0,37,74,2.0,1,4,37,0
2068792.0,54,116,2.1481481481481484,1,5,54,0
2068796.0,39,76,1.9487179487179487,1,4,39,0
2069026.0,43,88,2.046511627906977,1,4,43,0
2069270.0,79,370,4.6835443037974684,2,7,79,0
2070887.0,135,308,2.2814814814814817,1,5,135,0
2084773.0,65,132,2.0307692307692307,1,4,65,0
2087574.0,381,528,1.3858267716535433,1,4,381,0
2091654.0,6,16,2.6666666666666665,2,4,6,0
2096590.0,19,31,1.631578947368421,1,3,19,0
2096863.0,11,32,2.909090909090909,2,4,11,0
2100370.0,7,17,2.4285714285714284,1,3,7,0
2101315.0,55,106,1.9272727272727272,1,4,55,0
2117068.0,13,87,6.6923076923076925,4,8,9,4
2133917.0,421,847,2.01187648456057,1,5,421,0
2148876.0,26,77,2.9615384615384617,1,5,26,0
2179527.0,193,782,4.051813471502591,1,7,193,0
2180753.0,16,163,10.1875,9,12,0,16
2186049.0,29,80,2.7586206896551726,1,4,29,0
2188662.0,422,1272,3.014218009478673,1,6,422,0
2192321.0,53,371,7.0,4,9,35,18
2207960.0,162,971,5.993827160493828,2,8,148,14
2219385.0,48,335,6.979166666666667,4,9,31,17
2224238.0,407,3547,8.714987714987714,2,12,53,354
2235818.0,91,668,7.34065934065934,2,10,40,51
2247751.0,150,757,5.046666666666667,2,8,149,1
2254525.0,204,1784,8.745098039215685,2,12,19,185
2266094.0,50,145,2.9,1,5,50,0
2281129.0,26,59,2.269230769230769,1,4,26,0
2289744.0,355,732,2.0619718309859154,1,4,355,0
2294171.0,8,22,2.75,2,4,8,0
2299045.0,312,641,2.0544871794871793,1,5,312,0
2299339.0,466,4035,8.658798283261802,2,12,69,397
2302853.0,85,750,8.823529411764707,3,12,9,76
2305770.0,590,5742,9.732203389830508,2,14,32,558
2319136.0,73,304,4.164383561643835,2,6,73,0
2322698.0,133,672,5.052631578947368,2,8,132,1
2325516.0,52,366,7.038461538461538,2,10,33,19
2338390.0,38,73,1.9210526315789473,1,4,38,0
2342966.0,30,173,5.766666666666667,3,9,28,2
2355344.0,748,3682,4.922459893048129,2,8,745,3
2358924.0,13,25,1.9230769230769231,1,3,13,0
2362698.0,154,441,2.8636363636363638,1,7,154,0
2364463.0,548,3766,6.872262773722627,2,10,383,165
2388144.0,76,674,8.868421052631579,5,11,5,71
2416770.0,532,1089,2.0469924812030076,1,4,532,0
2452815.0,830,1691,2.0373493975903614,1,5,830,0
2463267.0,56,108,1.9285714285714286,1,4,56,0
2471370.0,477,991,2.0775681341719077,1,5,477,0
2488934.0,203,606,2.9852216748768474,1,5,203,0
2503991.0,43,88,2.046511627906977,1,4,43,0
2513822.0,489,4702,9.615541922290388,2,13,36,453
2520674.0,18,52,2.888888888888889,1,5,18,0
2520679.0,148,309,2.0878378378378377,1,6,148,0
2534822.0,125,850,6.8,2,9,86,39
2549655.0,14,25,1.7857142857142858,1,3,14,0
2551382.0,184,560,3.0434782608695654,1,7,184,0
2551440.0,350,2694,7.6971428571428575,2,10,129,221
2558321.0,322,656,2.0372670807453415,1,5,322,0
2579525.0,672,4585,6.822916666666667,2,10,487,185
2587493.0,40,159,3.975,1,6,40,0
2588548.0,161,342,2.124223602484472,1,5,161,0
2589141.0,55,112,2.036363636363636,1,4,55,0
2604097.0,7,12,1.7142857142857142,1,3,7,0
2604787.0,106,729,6.877358490566038,2,9,67,39
2618140.0,420,2062,4.90952380952381,2,7,420,0
2622839.0,376,1878,4.99468085106383,2,8,372,4
2630315.0,276,1386,5.021739130434782,2,8,272,4
2630840.0,391,1579,4.038363171355499,1,7,391,0
2632012.0,43,52,1.2093023255813953,1,2,43,0
2642944.0,3,19,6.333333333333333,5,7,3,0
2650925.0,695,3448,4.961151079136691,2,8,691,4
2652829.0,673,3302,4.906389301634473,2,8,668,5
2658189.0,1,1,1.0,1,1,1,0
2667852.0,16,150,9.375,8,11,0,16
2668122.0,23,195,8.478260869565217,2,11,4,19
2673648.0,133,667,5.015037593984962,2,8,131,2
2686592.0,53,314,5.9245283018867925,3,8,48,5
2698131.0,171,840,4.912280701754386,2,8,170,1
2706194.0,248,520,2.096774193548387,1,5,248,0
2711470.0,137,948,6.91970802919708,3,10,96,41
2725897.0,407,3549,8.71990171990172,2,11,52,355
2731786.0,317,2466,7.779179810725552,2,11,113,204
2736479.0,27,67,2.4814814814814814,1,5,27,0
2739623.0,533,2607,4.891181988742964,2,8,532,1
2744523.0,74,126,1.7027027027027026,1,4,74,0
2751269.0,403,3519,8.732009925558312,2,12,47,356
2753388.0,193,407,2.1088082901554404,1,5,193,0
2761815.0,15,74,4.933333333333334,2,6,15,0
2816920.0,164,1569,9.567073170731707,2,12,14,150
2820486.0,115,333,2.8956521739130436,1,5,115,0
2822037.0,76,746,9.81578947368421,3,12,2,74
2841806.0,453,2232,4.927152317880795,2,8,450,3
2844923.0,309,1512,4.893203883495145,2,9,308,1
2847041.0,96,373,3.8854166666666665,1,6,96,0
2862015.0,835,1160,1.3892215568862276,1,4,835,0
2895896.0,69,270,3.9130434782608696,1,7,69,0
2912133.0,207,1025,4.951690821256038,2,7,207,0
2920545.0,344,1684,4.895348837209302,1,9,341,3
2926676.0,54,218,4.037037037037037,2,6,54,0
2943509.0,24,49,2.0416666666666665,1,4,24,0
2943575.0,14,25,1.7857142857142858,1,3,14,0
2948623.0,104,937,9.009615384615385,3,13,14,90
2953049.0,168,812,4.833333333333333,2,8,166,2
2954743.0,9,15,1.6666666666666667,1,3,9,0
2965741.0,166,1291,7.77710843373494,2,10,60,106
2973483.0,189,255,1.3492063492063493,1,4,189,0
3004372.0,40,112,2.8,1,5,40,0
3012570.0,5,7,1.4,1,2,5,0
3012762.0,3,4,1.3333333333333333,1,2,3,0
3018510.0,12,23,1.9166666666666667,1,3,12,0
3028371.0,64,191,2.984375,1,6,64,0
3036157.0,108,316,2.925925925925926,1,6,108,0
3042518.0,575,5521,9.601739130434783,2,13,35,540
3045724.0,134,290,2.1641791044776117,1,5,134,0
3046856.0,66,140,2.121212121212121,1,5,66,0
3046879.0,303,639,2.108910891089109,1,5,303,0
3047780.0,20,44,2.2,1,4,20,0
3048220.0,5,11,2.2,1,4,5,0
3107033.0,2,3,1.5,1,2,2,0
